dapil,partai,nama,pasangan
bener-meriah,PARTAI AMANAT NASIONAL,"Dr. AHMAD FARHAN HAMID, MS","Ir. Ferry Soraya, MSIE"
bener-meriah,PARTAI AMANAT NASIONAL,"ERMIADI ABDUL RAHMAN, ST","NOVIANITA AR, SKM"
bener-meriah,PARTAI AMANAT NASIONAL,"ROSNAWATI, S.Pd.I",KHUWALID
bener-meriah,PARTAI AMANAT NASIONAL,"H. BASRUN YUSUF, SH",Damayanti
bener-meriah,PARTAI BERKARYA,Drs. TEUKU BUSTAMI UMAR,ERNAWATI. B
bener-meriah,PARTAI BERKARYA,"Drs. T.A. RAHMAN ALBA, MM","Cut Nurhayati,SE Ak"
bener-meriah,PARTAI BERKARYA,SUNDARI,T. MELDY SAHPUTRA
bener-meriah,PARTAI BULAN BINTANG,"AZHARI CAGE, S.IP",TARMIZI HAMZAH
bener-meriah,PARTAI BULAN BINTANG,"H. A. RIDWAN M DALLAH, SE",HJ. DR. FATIMAH ZURAIDA
bener-meriah,PARTAI BULAN BINTANG,"ISWADI, M.Pd",SITI AMINAH
bener-meriah,PARTAI BULAN BINTANG,"PIPIH SOPIAH, SE",ABDULLAH
bener-meriah,PARTAI DEMOKRASI INDONESIA PERJUANGAN,Ir. H. TAGORE ABU BAKAR,MEUTIA FAUZIAH
bener-meriah,PARTAI DEMOKRASI INDONESIA PERJUANGAN,"HJ. MARIA KARSIA, S.S.",A. TAVIP SYAH
bener-meriah,PARTAI DEMOKRASI INDONESIA PERJUANGAN,"GUNTARAYADI, S.P.",EMI SHINTA SITANGGANG
bener-meriah,PARTAI DEMOKRASI INDONESIA PERJUANGAN,HUSAINI MH,DARA ARUNI
bener-meriah,PARTAI DEMOKRASI INDONESIA PERJUANGAN,MUHAMMAD SUFI,Rizwana
bener-meriah,PARTAI DEMOKRASI INDONESIA PERJUANGAN,"LISNAWATI GINTING, S.H.,M.H.",RIDHO MARIUS BANGUN
bener-meriah,PARTAI GERAKAN INDONESIA RAYA,"Ir. H. T. A. KHALID, M.M",CUT AFNI ZAHARA
bener-meriah,PARTAI GERAKAN INDONESIA RAYA,CUT PUTEH,BAPAK
bener-meriah,PARTAI GERAKAN INDONESIA RAYA,"FERRY MUNANDAR, ST",IBU
bener-meriah,PARTAI GERAKAN INDONESIA RAYA,"Ir. H. NASARUDDIN, MM",Hj. APINI
bener-meriah,PARTAI GERAKAN INDONESIA RAYA,"SITI NURMASYITHAH, S.Sos",BAPAK
bener-meriah,PARTAI GOLONGAN KARYA,ILHAM PANGESTU,VENTY ANGRIANI
bener-meriah,PARTAI GOLONGAN KARYA,DRS. H. MARZUKI DAUD,POCUT OLLY IDAMULINA
bener-meriah,PARTAI GOLONGAN KARYA,"FIRMANDEZ, S.E., Ak.",ROSMULYATI
bener-meriah,PARTAI GOLONGAN KARYA,"REDUK NILAWARNI, S.Pd",ZAMHARIR AR
bener-meriah,PARTAI GOLONGAN KARYA,T. YUSNI,ROSMALINA
bener-meriah,PARTAI KEADILAN SEJAHTERA,"H. MUHAMMAD NASIR DJAMIL, S. AG.,M. Si",KHASANAH
bener-meriah,PARTAI KEADILAN SEJAHTERA,"TGK. H. MUHAMMAD NUR, M. Si",dr. Nur Asiah Fitria
bener-meriah,PARTAI KEADILAN SEJAHTERA,BARMANSYAH,INDI LISTYOWATI
bener-meriah,PARTAI KEADILAN SEJAHTERA,"M. YUSUF ISMAIL PASE, SH, MH",HJ. MEUTIA AHMAD S.Pd
bener-meriah,PARTAI KEADILAN SEJAHTERA,"SARI DEWI, SE.Ak",M. Fauzi
bener-meriah,PARTAI KEBANGKITAN BANGSA,"SAYUTI, SH.MH",YULINDA
bener-meriah,PARTAI KEBANGKITAN BANGSA,RUSLAN M. DAUD,HJ. FARIDAH BINTI ADAM
bener-meriah,PARTAI KEBANGKITAN BANGSA,RAHMI ABDI,Ngatimin
bener-meriah,PARTAI KEBANGKITAN BANGSA,"FAISAL RIDHA, S.Ag., MM",Maitanur binti Mahyiddin
bener-meriah,PARTAI NASDEM,ZULFAN LINDAN,Nurdjannah
bener-meriah,PARTAI NASDEM,MUHARUDDIN,Syarifah Rahmah
bener-meriah,PARTAI NASDEM,FATIMAH ZUHRA,Muhammad Syukri
bener-meriah,PARTAI NASDEM,EFENDI,Asmaryati
bener-meriah,PARTAI NASDEM,"DR. IBRAHIM HASYIM SE, MM",Joy Sarabia Ibrahim
bener-meriah,PARTAI PERSATUAN PEMBANGUNAN,"H ANWAR IDRIS,DRS",Hj. Rohayanilawati
bener-meriah,PARTAI PERSATUAN PEMBANGUNAN,AKMAL HANIF,Putri
bener-meriah,PARTAI PERSATUAN PEMBANGUNAN,NURHANITA ZAHARA,"Sudianto, SH"
bener-meriah,PARTAI PERSATUAN PEMBANGUNAN,Ir. SYUKUR KOBATH,Iwardatika
bener-meriah,PARTAI PERSATUAN PEMBANGUNAN,"JAMALUDIN, SE",Arie Wardiana
bener-meriah,PARTAI PERSATUAN PEMBANGUNAN,CUT FATNIAH,"Dedi Fariadi,M.Pd"
bener-meriah,PARTAI SOLIDARITAS INDONESIA,"KAMARUDDIN, SH",RR ILMIA ASTUTI RAHAYU
bener-meriah,PARTAI SOLIDARITAS INDONESIA,"RAMADLAN, ST, MT",ROSNAWATI AMD KES
bener-meriah,PARTAI SOLIDARITAS INDONESIA,IKA LESTARI,NN
bener-meriah,PARTAI SOLIDARITAS INDONESIA,ZAMZAMI,CUT SANTI NORAVITA
bener-meriah,PERSATUAN INDONESIA,HERMAN KOSASIH,RATNA DEWI
bener-meriah,PERSATUAN INDONESIA,"HERMAN BAHARI, S.H",SITI AISYAH
bener-meriah,PERSATUAN INDONESIA,"RAZALI ZAINUDDIN, A.Md.","Idawati, S.Km"
bener-meriah,PERSATUAN INDONESIA,SIWI ASRI MOPRIRATNA,DONNY APRILIANANDA
bireuen,PARTAI AMANAT NASIONAL,Drs. H. RIDWAN KHALID,"NERS.HJ.FITRIAH, S.Kep"
bireuen,PARTAI AMANAT NASIONAL,"H. ASRUL ABBAS, SE","Hj. RUDIAH ABDULLAH, S.Ag"
bireuen,PARTAI AMANAT NASIONAL,"SALWA HANUM, A.Ma",MANSUR
bireuen,PARTAI AMANAT NASIONAL,"H. ABDUL FATAH, S.IP, M. Pd",HJ NILAM
bireuen,PARTAI AMANAT NASIONAL,MUHAMMAD DAHLAN,ROSLINDA
bireuen,PARTAI AMANAT NASIONAL,YUSRIANI,SAIFUDDIN BADLI
bireuen,PARTAI BULAN BINTANG,"MURDANI YUSUF, SE",rara
bireuen,PARTAI BULAN BINTANG,Drs. MUHAMMAD NUR AMIN,Dra. Darwani
bireuen,PARTAI BULAN BINTANG,TGK. KHAIRUDDIN,Alawiyah
bireuen,PARTAI BULAN BINTANG,TGK. MAHDI,Sri Wahyuni
bireuen,PARTAI BULAN BINTANG,SRIWATI,Subqi
bireuen,PARTAI BULAN BINTANG,RATNA DEWI R,Baihaqi
bireuen,PARTAI DAERAH ACEH,"JABARDI M. JABIR, SE",NOVIANTI
bireuen,PARTAI DAERAH ACEH,"Drs. M. ISA, MM",RAHMAWATI
bireuen,PARTAI DAERAH ACEH,FITRI WARDANI,MUJIBURRAHMAN
bireuen,PARTAI DAERAH ACEH,H. M. YUSUF ISMAIL,"CUT MARDHIAH, S.Pd"
bireuen,PARTAI DAERAH ACEH,SAYUTI M. YUSUF,IDA PIYARNI
bireuen,PARTAI DEMOKRAT,EDI SAPUTRA,"ALIN, SE."
bireuen,PARTAI DEMOKRAT,"H. BAHARNI, SH.",Anidar
bireuen,PARTAI DEMOKRAT,"SITI AISYAH, SE.","Ir. Yusmaizal, MM."
bireuen,PARTAI DEMOKRAT,MUHAMMAD IQBAL,ASLINA FAHMI
bireuen,PARTAI DEMOKRAT,"ZULFAHMI, S.Hum.",DESI LIANA
bireuen,PARTAI DEMOKRAT,LINDA WATI,Zulfikri
bireuen,PARTAI DEMOKRAT,LELI WAHYUNI,SURYA DARMA
bireuen,PARTAI GERAKAN INDONESIA RAYA,"DARWANSYAH, SE",KAMALIAH
bireuen,PARTAI GERAKAN INDONESIA RAYA,JENNY YUS S,RIZA WIRADARMA
bireuen,PARTAI GERAKAN INDONESIA RAYA,dr. HULAIMI,dr. SRI WAHYUNI
bireuen,PARTAI GOLONGAN KARYA,S. DAHLAWI,"CUT AZIZAH, S.Pd"
bireuen,PARTAI GOLONGAN KARYA,"M.DEWANTARA, S.KH",RAUZAH
bireuen,PARTAI GOLONGAN KARYA,FAUZIAH,"SAIFANNUR, S.SOS"
bireuen,PARTAI GOLONGAN KARYA,"ILHAM AKBAR, ST","RENI TANIA, A.Md"
bireuen,PARTAI GOLONGAN KARYA,"SALMAN, ST",Vera Suryanti
bireuen,PARTAI KEBANGKITAN BANGSA,"RIDHWAN, SH",PUTRI DAHLIANI
bireuen,PARTAI KEBANGKITAN BANGSA,ZULFIKAR. AW,"MUKARRAMAH, SKM"
bireuen,PARTAI KEBANGKITAN BANGSA,NILAWATI MUHAMMAD,T. SAMSUL KANA
bireuen,PARTAI KEBANGKITAN BANGSA,MUZAKKIR,ERMI
bireuen,PARTAI KEBANGKITAN BANGSA,"DRS. RUSLI SULAIMAN, SH",NAZARIAH
bireuen,PARTAI NASDEM,Ir. H. SAIFUDDIN MUHAMMAD,Hj. Roslinawati
bireuen,PARTAI NASDEM,"DR.. T. RASYIDIN MT, S.H, M.H",k
bireuen,PARTAI NASDEM,"JAMALIAH, S.Pd",M. Ramus
bireuen,PARTAI NASDEM,H. DARMANSYAH,Hj. Kartini
bireuen,PARTAI NASDEM,"MUNAWAR, ST",Juli Rosdiana
bireuen,PARTAI NASDEM,SAKDIAH RAZALI,k
bireuen,PARTAI NASDEM,NURJANNAH MAHYEDDIN,k
bireuen,PARTAI SIRA,JAFRIADI,Safriana
bireuen,PARTAI SIRA,FAKHRURRAZI,CUT MASTURA
bireuen,PARTAI SIRA,M YACOB TAILAH,NOVIDA RULLIANA
bireuen,PARTAI SIRA,SAFRINA ZAITUNNUR,RIKI SAPUTRA
bireuen,PERSATUAN INDONESIA,FAUZAN BUKHARI,MECHRONISA
bireuen,PARTAI AMANAT NASIONAL,TEUKU HASBULLAH. HD,Dewi Diana Aji
bireuen,PARTAI AMANAT NASIONAL,"Dr. AHMAD FARHAN HAMID, MS","Ir. Ferry Soraya, MSIE"
bireuen,PARTAI AMANAT NASIONAL,"ERMIADI ABDUL RAHMAN, ST","NOVIANITA AR, SKM"
bireuen,PARTAI AMANAT NASIONAL,"ROSNAWATI, S.Pd.I",KHUWALID
bireuen,PARTAI AMANAT NASIONAL,"H. BASRUN YUSUF, SH",Damayanti
bireuen,PARTAI BERKARYA,Drs. TEUKU BUSTAMI UMAR,ERNAWATI. B
bireuen,PARTAI BERKARYA,"Drs. T.A. RAHMAN ALBA, MM","Cut Nurhayati,SE Ak"
bireuen,PARTAI BERKARYA,SUNDARI,T. MELDY SAHPUTRA
bireuen,PARTAI BULAN BINTANG,"AZHARI CAGE, S.IP",TARMIZI HAMZAH
bireuen,PARTAI BULAN BINTANG,"H. A. RIDWAN M DALLAH, SE",HJ. DR. FATIMAH ZURAIDA
bireuen,PARTAI BULAN BINTANG,"ISWADI, M.Pd",SITI AMINAH
bireuen,PARTAI BULAN BINTANG,"PIPIH SOPIAH, SE",ABDULLAH
bireuen,PARTAI DEMOKRASI INDONESIA PERJUANGAN,Ir. H. TAGORE ABU BAKAR,MEUTIA FAUZIAH
bireuen,PARTAI DEMOKRASI INDONESIA PERJUANGAN,"HJ. MARIA KARSIA, S.S.",A. TAVIP SYAH
bireuen,PARTAI DEMOKRASI INDONESIA PERJUANGAN,"GUNTARAYADI, S.P.",EMI SHINTA SITANGGANG
bireuen,PARTAI DEMOKRASI INDONESIA PERJUANGAN,HUSAINI MH,DARA ARUNI
bireuen,PARTAI DEMOKRASI INDONESIA PERJUANGAN,MUHAMMAD SUFI,Rizwana
bireuen,PARTAI DEMOKRASI INDONESIA PERJUANGAN,"LISNAWATI GINTING, S.H.,M.H.",RIDHO MARIUS BANGUN
bireuen,PARTAI GERAKAN INDONESIA RAYA,"Ir. H. T. A. KHALID, M.M",CUT AFNI ZAHARA
bireuen,PARTAI GERAKAN INDONESIA RAYA,CUT PUTEH,BAPAK
bireuen,PARTAI GERAKAN INDONESIA RAYA,"FERRY MUNANDAR, ST",IBU
bireuen,PARTAI GERAKAN INDONESIA RAYA,"Ir. H. NASARUDDIN, MM",Hj. APINI
bireuen,PARTAI GERAKAN INDONESIA RAYA,"SITI NURMASYITHAH, S.Sos",BAPAK
bireuen,PARTAI GOLONGAN KARYA,ILHAM PANGESTU,VENTY ANGRIANI
bireuen,PARTAI GOLONGAN KARYA,DRS. H. MARZUKI DAUD,POCUT OLLY IDAMULINA
bireuen,PARTAI GOLONGAN KARYA,"FIRMANDEZ, S.E., Ak.",ROSMULYATI
bireuen,PARTAI GOLONGAN KARYA,"REDUK NILAWARNI, S.Pd",ZAMHARIR AR
bireuen,PARTAI GOLONGAN KARYA,T. YUSNI,ROSMALINA
bireuen,PARTAI KEADILAN SEJAHTERA,"H. MUHAMMAD NASIR DJAMIL, S. AG.,M. Si",KHASANAH
bireuen,PARTAI KEADILAN SEJAHTERA,"TGK. H. MUHAMMAD NUR, M. Si",dr. Nur Asiah Fitria
bireuen,PARTAI KEADILAN SEJAHTERA,BARMANSYAH,INDI LISTYOWATI
bireuen,PARTAI KEADILAN SEJAHTERA,"M. YUSUF ISMAIL PASE, SH, MH",HJ. MEUTIA AHMAD S.Pd
bireuen,PARTAI KEADILAN SEJAHTERA,"SARI DEWI, SE.Ak",M. Fauzi
bireuen,PARTAI KEBANGKITAN BANGSA,"SAYUTI, SH.MH",YULINDA
bireuen,PARTAI KEBANGKITAN BANGSA,RUSLAN M. DAUD,HJ. FARIDAH BINTI ADAM
bireuen,PARTAI KEBANGKITAN BANGSA,RAHMI ABDI,Ngatimin
bireuen,PARTAI KEBANGKITAN BANGSA,"FAISAL RIDHA, S.Ag., MM",Maitanur binti Mahyiddin
bireuen,PARTAI NASDEM,ZULFAN LINDAN,Nurdjannah
bireuen,PARTAI NASDEM,MUHARUDDIN,Syarifah Rahmah
bireuen,PARTAI NASDEM,FATIMAH ZUHRA,Muhammad Syukri
bireuen,PARTAI NASDEM,EFENDI,Asmaryati
bireuen,PARTAI NASDEM,"DR. IBRAHIM HASYIM SE, MM",Joy Sarabia Ibrahim
bireuen,PARTAI PERSATUAN PEMBANGUNAN,"H ANWAR IDRIS,DRS",Hj. Rohayanilawati
bireuen,PARTAI PERSATUAN PEMBANGUNAN,AKMAL HANIF,Putri
bireuen,PARTAI PERSATUAN PEMBANGUNAN,NURHANITA ZAHARA,"Sudianto, SH"
bireuen,PARTAI PERSATUAN PEMBANGUNAN,Ir. SYUKUR KOBATH,Iwardatika
bireuen,PARTAI PERSATUAN PEMBANGUNAN,"JAMALUDIN, SE",Arie Wardiana
bireuen,PARTAI PERSATUAN PEMBANGUNAN,CUT FATNIAH,"Dedi Fariadi,M.Pd"
bireuen,PARTAI SOLIDARITAS INDONESIA,"KAMARUDDIN, SH",RR ILMIA ASTUTI RAHAYU
bireuen,PARTAI SOLIDARITAS INDONESIA,"RAMADLAN, ST, MT",ROSNAWATI AMD KES
bireuen,PARTAI SOLIDARITAS INDONESIA,IKA LESTARI,NN
bireuen,PARTAI SOLIDARITAS INDONESIA,ZAMZAMI,CUT SANTI NORAVITA
bireuen,PERSATUAN INDONESIA,HERMAN KOSASIH,RATNA DEWI
bireuen,PERSATUAN INDONESIA,"HERMAN BAHARI, S.H",SITI AISYAH
bireuen,PERSATUAN INDONESIA,"RAZALI ZAINUDDIN, A.Md.","Idawati, S.Km"
bireuen,PERSATUAN INDONESIA,SIWI ASRI MOPRIRATNA,DONNY APRILIANANDA
bogor,PARTAI AMANAT NASIONAL,H SUPONO,"Hj. Kusmiati, St. Solikhah"
bogor,PARTAI AMANAT NASIONAL,"MARYONO, S.E",BARKAH SARIATUN
bogor,PARTAI AMANAT NASIONAL,NURITA APRILLIA DEWI,ARIF BUDIMAN
bogor,PARTAI AMANAT NASIONAL,"VIQROUSY PRABUANA SUKMA, SE.",INANDA ROSTIYANA DEWI
bogor,PARTAI AMANAT NASIONAL,"EDI PRAYITNO, SH MH",ANNA KHOIRU NISYA
bogor,PARTAI AMANAT NASIONAL,"YASSER ARAFAT, SH., MKn.","RITA ADRIANI, S.Sos."
bogor,PARTAI AMANAT NASIONAL,HJ. POLLY YULIANA,MOCH ZEN
bogor,PARTAI BERKARYA,MUHSIN,SITI DJULIAH
bogor,PARTAI BERKARYA,"DRS. MUALLIM DAUD, M.M",RATNA L ASFANINGDYAH
bogor,PARTAI BERKARYA,SUGENG ANTO,ELIDA YANTI
bogor,PARTAI BERKARYA,MADURATNA LULUK AFRIDA,MARTIN PESIK
bogor,PARTAI BULAN BINTANG,"Drs.. MULYANA HIDAYAT, S.Mn., M.E.Sy.",YANI SURYANI FIKRIAH
bogor,PARTAI BULAN BINTANG,NURLAELA,SOLAHUDDIN
bogor,PARTAI BULAN BINTANG,Drs.. H.M. YAZID SALMAN,MULYASARI
bogor,PARTAI KEADILAN DAN PERSATUAN INDONESIA,"GERRY M SUWARYO, SE.,MM.","MILA KENCANA, SE"
bogor,PARTAI KEADILAN DAN PERSATUAN INDONESIA,VANNY KURNIARAMADHANI S,FIRMAN
bogor,PARTAI KEADILAN DAN PERSATUAN INDONESIA,CECEP RUMAENUR,TITA PUSPITAWATI
bogor,PARTAI KEADILAN SEJAHTERA,"ASEP TEGUH FIRMANSYAH, S.KM.",Lita Indriapuspita
bogor,PARTAI KEADILAN SEJAHTERA,"DEWI RACHMAWATI, S.E.",Indra Setiawan
bogor,PARTAI KEADILAN SEJAHTERA,IR.. AJI ASYHARI,SUTINI
bogor,PARTAI KEADILAN SEJAHTERA,"DESY MUZFIDA, S.Ag.","Efendi, S.Pd."
bogor,PARTAI KEADILAN SEJAHTERA,"H. MOCHAMAD ICHSAN M., A.Md.",Diah Puspita Sari
bogor,PARTAI KEADILAN SEJAHTERA,SADARI,Siti Khotijah
bogor,PARTAI KEADILAN SEJAHTERA,"EVI AFIAH, S.Ag.",Drs. Iman Setiady
bogor,PARTAI KEADILAN SEJAHTERA,MURDOKO,NENI
bogor,PARTAI KEADILAN SEJAHTERA,IR. LIAWATI,Adi J. Mustafa
bogor,PARTAI KEBANGKITAN BANGSA,"ERNI SUGIYANTI, S.Ag",H. NGATIMO
bogor,PARTAI KEBANGKITAN BANGSA,BAN BAN BASKARA,Tika
bogor,PARTAI KEBANGKITAN BANGSA,AWALUDIN,DESSY EKAWATY
bogor,PARTAI KEBANGKITAN BANGSA,SUSANTI,LILIK AHMAD ALIM
bogor,PARTAI KEBANGKITAN BANGSA,EFFENDI,HJ SITI MUNAJAH
bogor,PARTAI KEBANGKITAN BANGSA,ZAINI UZLAH,dr. PUTRI SENNA RAHAYU
bogor,PERSATUAN INDONESIA,"YURIZAL, SE., M.M.",Dra. KHOLIDAH
bogor,PERSATUAN INDONESIA,Drs. MURSIDIN,RITA ROSITA
bogor,PERSATUAN INDONESIA,SYARIFUDIN,"IKRIMAH, S.KEP"
bogor,PERSATUAN INDONESIA,"IPI SILVIA ISKANDAR, S.Kep, M.A K3",HARI SALTOTA
bogor,PERSATUAN INDONESIA,SUHANDA HENDRAWAN,SRI SUBEKTI
bogor,PERSATUAN INDONESIA,"ACHMAD RIDJALULHAQ, S.H.",PUSPITA RAHAYU
bogor,PERSATUAN INDONESIA,SUDIRNO,ANAH JUBARIYAH
bogor,PERSATUAN INDONESIA,"AYU RIZA FATIMAH, S. KOM",SUYUDI
bogor,PERSATUAN INDONESIA,"SATYA NUGRAHA, A.MTrU",EVIE LISMAYANTY
bogor,PARTAI AMANAT NASIONAL,"PRIMUS YUSTISIO, SE",Jihan Fahira
bogor,PARTAI AMANAT NASIONAL,"Hj. RR ENDAH OCTAVIA HARTANTI, SE",ANDY HARDIANTO
